Occurrence	Word
2	vtv4
2	vu'o'2ng
2	vu5c
2	wal
2	wallace
2	walsh
2	wat
2	watergate
2	watts
2	webster
2	western
2	westhead
2	westminster
2	weyrich
2	what
2	whirlpool
2	white
2	wilbur
2	wiltord
2	windows
2	winn
2	wmd
2	woodward
2	woolsey
2	worker
2	workers
2	xâ1c
2	xâ1y
2	xâ3u
2	xanana
2	xàng
2	xavi
2	xb
2	xè
2	xê1ch
2	xê5ch
2	xem…
2	xéo
2	xép
2	xía
2	xiii
2	xima(ng
2	xinjiang
2	xìu
2	xo'n
2	xô1i
2	xô3
2	xoa(n
2	xoa3ng
2	xoa5c
2	xóc
2	xoe5
2	xu'1c
2	xu'a…
2	xu'o'5c
2	xu5
2	xuê
2	xúi
2	xuông
2	xuý
2	xvi
2	y2
2	yamanaka
2	yaroslav
2	yaya
2	yêng
2	yersin
2	yes
2	yeutter
2	yolande
2	yong
2	yonhap
2	ytdp
2	yuan
2	yudhoyono
2	yung
2	yunnan
2	yvonne
2	zace
2	zahlé
2	zayat
2	zili
2	zimbabwe
2	zinni
2	zuluaga
2	zuôi
2	zurawski
2	zuydendorp
2	zvonareva
1	28
1	101
1	123
1	135
1	208
1	233
1	286
1	289
1	298
1	323
1	376
1	425
1	443
1	463
1	464
1	479
1	541
1	760
1	806
1	822
1	848
1	882
1	974
1	1001
1	1068
1	1100
1	1325
1	1650
1	1799
1	2030
1	15000
1	46000
1	48000
1	72003
1	2700002
1	_bu'2a
1	_ha5n
1	_lô1i
1	…ban
1	…là…nhà…mo'1i…cu3a…tôi
1	…mo5c
1	…và
1	cuô5c
1	ddu'2ng
1	mô1i
1	quô1c
1	tiê1p
1	xét
1	'chúng
1	“dreamliner”
1	“nguyên
1	3
1	1012
1	1644
1	1711
1	1767
1	1911
1	1930
1	1951
1	1973
1	1978
1	1990
1	2050
1	20t
1	21t
1	22t
1	232
1	2467
1	280
1	298
1	32
1	34t
1	350
1	369
1	372
1	380
1	43
1	468
1	47'
1	495
1	55
1	551
1	56
1	600
1	62
1	64
1	67
1	6m2
1	75
1	77
1	90
1	amua
1	arsenal
1	australien
1	ba1t
1	bé
1	bê2n
1	belgien
1	bjp
1	blatter
1	bô2
1	bo5n
1	bor
1	brescia
1	brujas
1	bù
1	bút
1	ca5nh
1	cctv
1	cdu
1	cha3ng
1	cho'i
1	co'4
1	cô3
1	comunicaciones
1	cu'
1	cu'1
1	cu'3a
1	danjiangkou
1	dày
1	ddâ2y
1	ddàn
1	ddánh
1	ddi5a
1	ddô1t
1	ddr
1	deportivo
1	di4
1	fc
1	fdi
1	feer
1	frankreich
1	giam
1	hâ5u
1	heo
1	huangling
1	im
1	kìm
1	la5ng
1	larson
1	lau
1	lenovo
1	let
1	love
1	lý
1	ma5t
1	mâ4u
1	mãi
1	mexiko
1	mô
1	mùa
1	nghi3
1	nha2m
1	nhiê5m
1	nòng
1	oda
1	ohio
1	phong
1	phóng
1	qh
1	ra
1	real
1	rô5ng
1	sa1c
1	sa3n
1	sars
1	schweiz
1	sco
1	shibaozhai
1	student
1	taliban
1	tám
1	thâ1p
1	thu'
1	thu'2a
1	tra3i
1	tu'2ng
1	u'u
1	viê5c
1	vo'3
1	vu'2a
1	vu5
1	xâ1p
1	xa3y
1	xì
1	000km2
1	100usd
1	1200cm3
1	15min
1	17h00
1	17m
1	180ô3
1	25t
1	28t
1	29t
1	3…
1	30m
1	40m2
1	41m
1	4gio'2
1	67b
1	6h30'
1	700m3
1	75m
1	782km
1	a(2ng
1	a(5c
1	acudda
1	ad
1	addo
1	aek
1	age
1	agustin
1	ahle
1	aimar
1	ajay
1	ak
1	akale
1	alani
1	alcides
1	aldo
1	alessandrie
1	alex
1	alfaro
1	aliabadi
1	alibaba
1	allback
1	altai
1	amato'
1	amman
1	amoah
1	anbani
1	ang
1	another
1	appiah
1	arabi
1	arabien
1	arav
1	arbour
1	aribia
1	asamoah
1	assessment
1	assogbavi
1	athen
1	audio
1	aurangabad
1	avery
1	ayatollah
1	azofeifa
1	bâ1n
1	badilla
1	bak
1	balan
1	balbina
1	bàn…cô
1	bàn…uy2nh
1	bangalore
1	báothanh
1	baseyev
1	bavìere
1	báy
1	bay…alice
1	bay(
1	bé…nó
1	bec
1	bekham
1	belgrad
1	berenguel
1	bern
1	bert
1	bharatiya
1	biana
1	bibhu
1	biê3n…thì
1	bing
1	bleeckere
1	bo'3i…
1	bo'5t
1	bô2m
1	bo5ng
1	boa(n
1	bobadila
1	bobadilla
1	bocanegra
1	boladdos
1	bonet
1	bortmund
1	bosacki
1	bouazizi
1	boumnijel
1	boutan
1	brescia
1	broccoli
1	bsc
1	bsg
1	bu'2a…
1	bu3n
1	buende
1	buender
1	buô5cpha3i
1	bureaux
1	busacca
1	bye
1	cá…ddê2u
1	ca1c
1	ca3…
1	câ4ng
1	ca5p…
1	cáceres
1	cafu
1	cafú
1	cái…thâ5t
1	calcio
1	calori
1	caniza
1	cao
1	caradec'h
1	carthage
1	cashmir
1	casillas
1	cat
1	caucase
1	cha…cha
1	cha(4n
1	cha(mpa
1	châ1y
1	chaaa…
1	ché
1	chê1t…vu'2a
1	chedli
1	chemnitz
1	chenchnya
1	cherundolo
1	chiê1p…ddàn
1	chiêng…
1	chikhaoui
1	chõ
1	choán
1	choè
1	chóe
1	chu'i3
1	chu'n
1	chu'ong
1	chu5i
1	chuô2ng…xóm
1	chuôm
1	churchgate
1	chuy5ê5n
1	chuyê5n…vo'1i
1	claudia
1	cm3
1	cnocc
1	cô…
1	co'3
1	coaster
1	coata
1	con…nó
1	con…ra
1	congo
1	connery
1	convey
1	costinho
1	cristian
1	cu…cù
1	cu'1t
1	cu'a3
1	cu’o’4ng
1	cuevas
1	cung…ngài
1	cung(
1	cuô5c…nhu'ng
1	d'alma
1	dà…
1	da3ng
1	da5…da5…thu'a
1	daei
1	dale
1	dân
1	daylights
1	dcch
1	ddá…cha(3ng
1	dda3ng
1	ddbqh
1	ddê1ch
1	ddie3m
1	ddiê3u
1	ddo'4…
1	ddo'5i…cho'2
1	ddô1ì
1	ddo5at
1	ddô5ng(
1	ddr
1	ddu'o'5cvào
1	dduô4n
1	dê1…lúc
1	dê1…o'3
1	dê2n
1	demo
1	dempsey
1	depp
1	deuxième
1	di3nh
1	dias
1	die
1	diê1n
1	ðiê2u
1	diê3n
1	dindane
1	díp
1	diva
1	diyala
1	do…
1	do'3m
1	do'5
1	do’i
1	dô2i…
1	dô3i
1	dô4ng
1	dô5c
1	dodi
1	dokhi
1	donovan
1	dotrmund
1	dove
1	dr
1	drummond
1	du'1t
1	du'o'1í
1	dúa
1	duesseldorf
1	dumbo…ông
1	dunbo
1	dyk
1	ê2nh
1	eckel
1	edmund
1	elit
1	elizabeth
1	eltsin
1	engiô2
1	enke
1	éo
1	erin
1	euardo
1	fabian
1	fabregas
1	fallatah
1	fayed
1	felipe
1	ferydoon
1	fitzpatrick
1	flash
1	flat
1	francileudo
1	franfurt
1	freiburg
1	freier
1	fring
1	fsv
1	fuad
1	fudan
1	fulda
1	ga(5y
1	galasek
1	gallery
1	gaojun
1	garragher
1	gém
1	genf
1	gerard
1	gerardo
1	ghamdi
1	ghpgvnt
1	gích
1	gini
1	gio
1	giu
1	gìu'4
1	giùi
1	give
1	glenn
1	gmail
1	gô
1	go'2n
1	gô5t
1	goa5i
1	goal
1	goeren
1	goerlitz
1	gottschalk
1	grad
1	green
1	grygera
1	guaatemala
1	guido
1	guitar
1	gujarat
1	gunaratna
1	gussew
1	gussin
1	ha(nh
1	ha5p
1	haas
1	haessler
1	haggui
1	hagreves
1	hahahaha…ông
1	hamed
1	hammouda
1	hansa
1	háp
1	harold
1	harwick
1	hashemian
1	hawai
1	hddndtp
1	hddxx
1	hê2…thê1
1	hê5n
1	heather
1	heitiga
1	henrik
1	hernan
1	hernández
1	hertha
1	hessen
1	hiê1m(
1	hildebrand
1	hislop
1	hit
1	hmm…
1	ho'm
1	hocova
1	holsen
1	hot
1	hotel
1	hotmail
1	htx
1	hu'2m…me5
1	hu'4a
1	hu'ng…oaaa5ch…câ5u
1	hu'o'mg
1	humberto
1	hungari
1	huo'1ng
1	hushmail
1	huyndai
1	hwang
1	hyderabad
1	i5t
1	i5t…
1	iaquinta
1	ice
1	illiasu
1	inddonêxia
1	inddônêxia
1	indonêxia
1	investigation
1	irland
1	isaksson
1	islamic
1	italien
1	itunes
1	ivankovic
1	ivoira
1	ivory
1	jaber
1	jagmohan
1	jaidi
1	jakarka
1	janata
1	jankulovski
1	jared
1	jelen
1	jemmali
1	jervis
1	jorge
1	jrgen
1	juninho
1	justo
1	kaka
1	kalaylah
1	kallstroem
1	kapila
1	karakorum
1	karzai
1	katei
1	kazhakstan
1	keenen
1	keita
1	kenvin
1	khalayleh
1	khalilzad
1	khariri
1	khatibi
1	khem
1	kho3ng
1	khóat
1	khoé
1	kia…và
1	kidwai
1	kiê1n…se4
1	kingston
1	kinks
1	kirghizstan
1	kléber
1	klinmann
1	koch
1	koeln
1	kohl
1	konstantin
1	kreee5tt…kreee5tt
1	ku'ln
1	kuijt
1	kwong
1	ky4…
1	la…
1	lá…
1	la…lá
1	lâ2m
1	lâ2n…
1	laden
1	lady
1	lake
1	lanzaat
1	larrionda
1	lars
1	làthu'o'ng
1	latvia
1	lavrov
1	lê1u
1	lever
1	lewandowski
1	liê1p
1	liê3ng
1	lo'4n
1	lo3a
1	loa3ng
1	locarno
1	loè
1	lói
1	lokvenc
1	lõm
1	louise
1	lu'5oc
1	lu'õng
1	lu’o’2ng
1	lúc15h00
1	lúc17h00
1	luegde
1	lukin
1	luo'1i
1	luô1t
1	luy
1	ma(2n
1	ma(t
1	mâ1t…
1	ma5cworld
1	ma5ng…
1	mahal
1	maharashtra
1	maharashtran
1	maidin
1	main
1	mainz
1	malaga
1	malegaon
1	mali
1	maliki
1	mành
1	mành
1	manohar
1	mario
1	marlon
1	martini
1	marwijk
1	mary
1	mât
1	mateus
1	mbeki
1	mcalary
1	mearsheimer
1	medic
1	medina
1	mendez
1	mensah
1	merriman
1	mexiko
1	mez
1	míê1ng
1	mile
1	milesovic
1	minnie
1	mnari
1	mõ
1	moenchengladbach
1	mohammad
1	mönchengladbach
1	monetegro
1	monroe
1	montashari
1	moócgian
1	mosad
1	motro
1	movemement
1	mu'1c…
1	mujahideen
1	murli
1	musadshon
1	mustafa
1	na(m…mô5t
1	nâ1ng
1	na5n
1	nalthan
1	napoléon
1	nauy
1	nawaf
1	này…con
1	này…mày
1	này…nhu'ng
1	nemo
1	nesmatschni
1	ngâ5y
1	nghành
1	nghiêu
1	ngo'2…cha
1	ngo'2…pinôkiô
1	ngô4
1	ngô4ng…
1	ngoâ3y
1	ngong
1	ngu'o'i'
1	nguòi
1	nguyê4nva(n
1	nhâ
1	nhà…chu'a
1	nhà…vo'5
1	nho'4n
1	nhom
1	nhôm
1	nhu'ng…bóng
1	nhu5y
1	nicole
1	niê1t
1	ningxia
1	nính
1	nô1c
1	nomez
1	noor
1	novotny
1	núi…vo'5
1	núm
1	nuremberg
1	nuri
1	o…o
1	ò…ó…
1	o'p
1	ô5p…xin
1	oàm
1	odessa
1	okinawa
1	omega
1	onyewu
1	oóc
1	osasuna
1	otis
1	ottmar
1	owomoyela
1	pacorét
1	paintsil
1	pakisstan
1	pamplona
1	panhproren
1	paolo
1	papatacci
1	paramay
1	pearson
1	pele
1	perales
1	perez
1	pernía
1	perry
1	petofi
1	pgqt
1	pha(1t
1	phâ3n
1	phê2u
1	philipine
1	phô3ng
1	phomai
1	phòng…vv
1	phu’1
1	pinôkiôôô…
1	plasil
1	plat
1	poborsky
1	pont
1	postiga
1	poulat
1	pound
1	prasad
1	predrag
1	pressing
1	priscila
1	publications
1	qomolangma
1	qu3y
1	qua(5p
1	qúai
1	qudama
1	quí…
1	quý…
1	ra…sau
1	racism
1	radomski
1	rajiv
1	rám
1	randall
1	rangers
1	rasheed
1	razzi
1	rê
1	rebrow
1	redding
1	reng
1	reng…
1	reyna
1	riaca
1	riff
1	rio'2ng
1	riveros
1	ro'1i
1	rô1t…thu'1
1	rô2i…tách
1	rô5p
1	ro5t
1	rodríguez
1	rohan
1	roland
1	roller
1	rosicky
1	rostock
1	rotan
1	rotern
1	routray
1	rozehnal
1	rù
1	ru'o'1n
1	ru'o'ng
1	rugby
1	rui
1	rusol
1	russol
1	sa5ng
1	saborío
1	sabrosa
1	sadec
1	sahni
1	sami
1	saniora
1	sanxia
1	saprissa
1	sayel
1	scheinsteiger
1	schelajew
1	schiffer
1	schumacher
1	schweigsteiger
1	scotland
1	sè
1	se3…
1	senegal
1	senna
1	sergio
1	serguei
1	servette
1	shamsul
1	shiites
1	short
1	showmaster
1	shura
1	si5n
1	sikkim
1	sinopec
1	sirry
1	skijder
1	slowakei
1	smolarek
1	snijder
1	so'n(
1	so3i…châ1t
1	sóat
1	something
1	sony
1	srinagar
1	stern
1	stevens
1	stevie
1	stoiber
1	su'o'1ng…
1	su'o'5t
1	su5ng
1	subhash
1	sulimani
1	sun
1	sunanda
1	sunna
1	superstar
1	suraibaia
1	suý
1	suyê4n
1	swen
1	szymkowiak
1	t'ru'ng
1	t4
1	ta…la5i
1	ta(2n
1	tâ1y
1	tâ5n…có
1	tadjikistan
1	taepodong
1	tagesspiegel
1	tai…nhu'ng
1	taj
1	tashkent
1	tây…
1	tbd
1	tê3nh
1	teapodong
1	teenpop
1	temyat
1	teneriffa
1	tenorio
1	tép…
1	ternet
1	tf1
1	thabo
1	thàng
1	thê1ch
1	thê3…ba(2ng
1	thi3ng
1	thich
1	thiê1t…tha(2ng
1	thiê3m
1	thie3u
1	tho'1t…
1	tho’
1	thu'3a
1	thu'o5ng
1	thu’o’1c
1	thúe
1	thuo'3ng
1	tiên(19
1	tiergarten
1	tiesto
1	timo
1	timoschuk
1	to…
1	to3n
1	tô5
1	to5c
1	tóc…êm
1	toledo
1	torrado
1	tphn
1	trabelsi
1	trach
1	trành
1	trans
1	transfat
1	tráp
1	traviêncu3a
1	trie3n
1	triê4n
1	trin
1	trinida
1	tru'1
1	tschechien
1	ttpgqt
1	tu'1cthích
1	tu'5c
1	tu'o3ng
1	tufts
1	tunesia
1	tunesien
1	turin
1	tuyê5n
1	ty2
1	u'u'1u
1	u5c…u5c…u5c…lu'2a
1	u5t
1	u5u5u5u5ccc
1	úa
1	ubmttq
1	uhrlau
1	ui…
1	ulkrine
1	umadda
1	umar
1	umberto
1	und
1	undiscovered
1	uo'1c
1	urus
1	và…cô
1	và…ky2
1	và…ngón
1	và…thâ1y
1	và…toét
1	va(ntthu'o'ng
1	vali
1	varanasi
1	vãy
1	vê2…ông
1	vê3
1	ve3o
1	vê4nh
1	venezeula
1	vfl
1	víctor
1	viê3n
1	viêc
1	vinaxad
1	vladdi
1	vnd
1	vô3
1	voi…ddê1n
1	volpe
1	vông
1	vôstô1c
1	vttm
1	vù…
1	vu'2ng…cuô1i
1	vu'2ng…ddê3
1	vu4…nhu'ng
1	vua…nhà
1	walt
1	wanderers
1	wangen
1	wardy
1	warwickshire
1	westbam
1	whitlock
1	wilkinson
1	wilshire
1	winsread
1	wolfsburg
1	wollenberg
1	wolrd
1	wonder
1	worls
1	worobej
1	woronin
1	xa(
1	xa(2ng
1	xê2nh
1	xiê1c…và
1	xiê3ng
1	xo'1t
1	xô1ng
1	xô3m
1	xoàm
1	xói
1	xú
1	xu’o’ng
1	xuezhong
1	yahya
1	yaser
1	yokosuka
1	zaccardo
1	zaid
1	zalmay
1	zarqa
1	zarqawi
1	zarqo
1	zdf
1	ze
1	zewlakow
1	zhongwei
1	zied
1	zlatan
